,Lambda,estimand,side,estimate,sterr_if,sterr_boot,bootmean,quantiles50,quantiles90,quantiles95
3,1.192,0,lower,0.3008302972812175,0.007291199237349505,,,,,
4,1.192,ATE,upper,0.08426049285880587,0.01297453901046852,,,,,
5,1.192,ATE,lower,-0.0337020029577902,0.011899320717781747,,,,,
6,1.192,ATT,upper,0.08825011222171127,0.012136605956964327,,,,,
7,1.192,ATT,lower,-0.034552328811946705,0.014362454927929199,,,,,
8,1.192,ATC,upper,0.033179020230254916,0.011220987294705685,,,,,
9,1.192,ATC,lower,-0.08180672527542503,0.014236171216592335,,,,,
0,1.193,1,upper,0.3852924389819767,0.011258514475729913,,,,,
1,1.193,1,lower,0.3137520611883092,0.00901678980789353,,,,,
2,1.193,0,upper,0.34772831772225665,0.008481424703023587,,,,,
3,1.193,0,lower,0.3007371556178956,0.007288951973709189,,,,,
4,1.193,ATE,upper,0.08455528336408104,0.01297871640678676,,,,,
5,1.193,ATE,lower,-0.0339762565339475,0.011898324359436057,,,,,
6,1.193,ATT,upper,0.08849469438249495,0.012132983829117086,,,,,
7,1.193,ATT,lower,-0.034900138341182135,0.014370329434540726,,,,,
8,1.193,ATC,upper,0.03340803409885868,0.011215544002829569,,,,,
9,1.193,ATC,lower,-0.08213239582135619,0.014245540015096569,,,,,
0,1.194,1,upper,0.3854940878239297,0.011264955485387891,,,,,
1,1.194,1,lower,0.3136104977957995,0.009012461153010633,,,,,
2,1.194,0,upper,0.3478607703834336,0.008484928755438942,,,,,
3,1.194,0,lower,0.3006441699707601,0.007286709009043154,,,,,
4,1.194,ATE,upper,0.08484991785316973,0.012982898252939063,,,,,
5,1.194,ATE,lower,-0.03425027258763408,0.011897336213297716,,,,,
6,1.194,ATT,upper,0.08873886685791714,0.012129370474865064,,,,,
7,1.194,ATT,lower,-0.03524794787041747,0.014378211845663154,,,,,
8,1.194,ATC,upper,0.03363666435964227,0.011210112175215142,,,,,
9,1.194,ATC,lower,-0.08245806636728732,0.014254912559304877,,,,,
0,1.195,1,upper,0.38569573666588297,0.011271397043815903,,,,,
1,1.195,1,lower,0.31346917132946983,0.009008140269564946,,,,,
2,1.195,0,upper,0.3479932230446106,0.00848843349507698,,,,,
3,1.195,0,lower,0.3005513399481386,0.007284470331710018,,,,,
4,1.195,ATE,upper,0.08514439671774442,0.012987084537575782,,,,,
5,1.195,ATE,lower,-0.0345240517151408,0.011896356259449514,,,,,
6,1.195,ATT,upper,0.08898263067647676,0.012125765867805257,,,,,
7,1.195,ATT,lower,-0.0355957573996529,0.014386102136490008,,,,,
8,1.195,ATC,upper,0.033864911975638,0.011204691780597149,,,,,
9,1.195,ATC,lower,-0.08278373691321853,0.01426428883788242,,,,,
0,1.196,1,upper,0.38589738550783614,0.011277839150073625,,,,,
1,1.196,1,lower,0.31332808119502364,0.009003827137498465,,,,,
2,1.196,0,upper,0.3481256757057876,0.008491938921086819,,,,,
3,1.196,0,lower,0.3004586651596687,0.007282235930109022,,,,,
4,1.196,ATE,upper,0.08543872034816753,0.012991275249386675,,,,,
5,1.196,ATE,lower,-0.03479759451076397,0.011895384478040765,,,,,
6,1.196,ATT,upper,0.08922598686323273,0.012122169981630605,,,,,
7,1.196,ATT,lower,-0.03594356692888822,0.014394000282305572,,,,,
8,1.196,ATC,upper,0.03409277790665713,0.011199282787816957,,,,,
9,1.196,ATC,lower,-0.08310940745914966,0.01427366883953769,,,,,
0,1.197,1,upper,0.38609903434978937,0.011284281803222803,,,,,
1,1.197,1,lower,0.31318722680015043,0.008999521736820917,,,,,
2,1.197,0,upper,0.34825812836696457,0.008495445032618823,,,,,
3,1.197,0,lower,0.30036614521629224,0.007280005792679838,,,,,
4,1.197,ATE,upper,0.08573288913349715,0.012995470377100738,,,,,
5,1.197,ATE,lower,-0.03507090156681415,0.01189442084928702,,,,,
6,1.197,ATT,upper,0.08946893643981872,0.012118582790129572,,,,,
7,1.197,ATT,lower,-0.03629137645812365,0.014401906258484533,,,,,
8,1.197,ATC,upper,0.034320263109303625,0.011193885165822079,,,,,
9,1.197,ATC,lower,-0.08343507800508082,0.014283052553022344,,,,,
0,1.198,1,upper,0.3863006831917425,0.011290725002327246,,,,,
1,1.198,1,lower,0.3130466075545174,0.0089952240476095,,,,,
2,1.198,0,upper,0.3483905810281415,0.008498951828824585,,,,,
3,1.198,0,lower,0.3002737797302503,0.0072777799079024146,,,,,
4,1.198,ATE,upper,0.0860269034614922,0.012999669909486046,,,,,
5,1.198,ATE,lower,-0.03534397347362414,0.011893465353469778,,,,,
6,1.198,ATT,upper,0.0897114804244571,0.012115004267185744,,,,,
7,1.198,ATT,lower,-0.03663918598735899,0.014409820040491633,,,,,
8,1.198,ATC,upper,0.03454736853698745,0.011188498883665758,,,,,
9,1.198,ATC,lower,-0.08376074855101195,0.014292439967130989,,,,,
0,1.199,1,upper,0.3865023320336958,0.011297168746452813,,,,,
1,1.199,1,lower,0.3129062228697612,0.008990934050008571,,,,,
2,1.199,0,upper,0.34852303368931864,0.008502459308856932,,,,,
3,1.199,0,lower,0.3001815683150776,0.007275558264296788,,,,,
4,1.199,ATE,upper,0.08632076371861819,0.013003873835349566,,,,,
5,1.199,ATE,lower,-0.03561681081955738,0.011892517970936222,,,,,
6,1.199,ATT,upper,0.08995361983197354,0.012111434386777416,,,,,
7,1.199,ATT,lower,-0.03698699551659443,0.014417741603881281,,,,,
8,1.199,ATC,upper,0.034774095139937865,0.011183123910506517,,,,,
9,1.199,ATC,lower,-0.08408641909694316,0.014301831070700996,,,,,
0,1.2,1,upper,0.38670398087564894,0.01130361303466742,,,,,
1,1.2,1,lower,0.31276607215947966,0.008986651724229399,,,,,
2,1.2,0,upper,0.34865548635049565,0.00850596747186993,,,,,
3,1.2,0,lower,0.30008951058559674,0.007273340850422925,,,,,
4,1.2,ATE,upper,0.08661447029005218,0.013008082143536994,,,,,
5,1.2,ATE,lower,-0.035889414191015954,0.011891578682098926,,,,,
6,1.2,ATT,upper,0.09019535567381072,0.012107873122977189,,,,,
7,1.2,ATT,lower,-0.03733480504582977,0.01442567092429723,,,,,
8,1.2,ATC,upper,0.03500044386521664,0.01117776021560773,,,,,
9,1.2,ATC,lower,-0.08441208964287428,0.014311225852612316,,,,,
0,1.201,1,upper,0.3869056297176021,0.011310057866041036,,,,,
1,1.201,1,lower,0.3126261548392234,0.008982377050549857,,,,,
2,1.201,0,upper,0.3487879390116726,0.008509476317018866,,,,,
3,1.201,0,lower,0.2999976061579136,0.007271127654880548,,,,,
4,1.201,ATE,upper,0.08690802355968856,0.013012294822932594,,,,,
5,1.201,ATE,lower,-0.03616178417244914,0.011890647467435593,,,,,
6,1.201,ATT,upper,0.0904366889580429,0.012104320449951566,,,,,
7,1.201,ATT,lower,-0.03768261457506516,0.014433607977472207,,,,,
8,1.201,ATC,upper,0.035226415656731486,0.01117240776833717,,,,,
9,1.201,ATC,lower,-0.08473776018880547,0.014320624301787264,,,,,
0,1.202,1,upper,0.38710727855955535,0.01131650323964565,,,,,
1,1.202,1,lower,0.3124864703264885,0.008978110009314162,,,,,
2,1.202,0,upper,0.34892039167284955,0.008512985843460266,,,,,
3,1.202,0,lower,0.2999058546494112,0.007268918666308959,,,,,
4,1.202,ATE,upper,0.08720142391014406,0.013016511862459024,,,,,
5,1.202,ATE,lower,-0.036433921346361066,0.011889724307488773,,,,,
6,1.202,ATT,upper,0.09067762068938942,0.012100776341960554,,,,,
7,1.202,ATT,lower,-0.03803042410430054,0.01444155273922755,,,,,
8,1.202,ATC,upper,0.03545201145524875,0.011167066538166598,,,,,
9,1.202,ATC,lower,-0.08506343073473659,0.014330026407190362,,,,,
0,1.203,1,upper,0.3873089274015085,0.011322949154555303,,,,,
1,1.203,1,lower,0.3123470180407074,0.008973850580932582,,,,,
2,1.203,0,upper,0.34905284433402656,0.008516496050351872,,,,,
3,1.203,0,lower,0.29981425567874515,0.0072667138733868855,,,,,
4,1.203,ATE,upper,0.08749467172276337,0.013020733251077167,,,,,
5,1.203,ATE,lower,-0.0367058262933192,0.011888809182865594,,,,,
6,1.203,ATT,upper,0.09091815186922926,0.012097240773357257,,,,,
7,1.203,ATT,lower,-0.03837823363353595,0.01444950518547288,,,,,
8,1.203,ATC,upper,0.03567723219840696,0.011161736494671313,,,,,
9,1.203,ATC,lower,-0.08538910128066779,0.014339432157828123,,,,,
0,1.204,1,upper,0.3875105762434617,0.01132939560984606,,,,,
1,1.204,1,lower,0.31220779740324156,0.008969598745881187,,,,,
2,1.204,0,upper,0.34918529699520356,0.00852000693685266,,,,,
3,1.204,0,lower,0.29972280886583763,0.0072645132648323,,,,,
4,1.204,ATE,upper,0.08778776737762405,0.013024958977785977,,,,,
5,1.204,ATE,lower,-0.036977499591962004,0.011887902074237488,,,,,
6,1.204,ATT,upper,0.0911582834956141,0.012093713718587485,,,,,
7,1.204,ATT,lower,-0.038726043162771305,0.01445746529220572,,,,,
8,1.204,ATC,upper,0.03590207882072926,0.011156417607529742,,,,,
9,1.204,ATC,lower,-0.08571477182659892,0.014348841542748871,,,,,
0,1.205,1,upper,0.3877122250854148,0.011335842604596013,,,,,
1,1.205,1,lower,0.3120688078373731,0.008965354484701543,,,,,
2,1.205,0,upper,0.34931774965638057,0.008523518502122823,,,,,
3,1.205,0,lower,0.29963151383187275,0.007262316829402262,,,,,
4,1.205,ATE,upper,0.0880807112535422,0.0130291890316223,,,,,
5,1.205,ATE,lower,-0.03724894181900743,0.01188700296233992,,,,,
6,1.205,ATT,upper,0.091398016563283,0.012090195152189355,,,,,
7,1.205,ATT,lower,-0.03907385269200671,0.014465433035511186,,,,,
8,1.205,ATC,upper,0.036126552253637,0.011151109846522993,,,,,
9,1.205,ATC,lower,-0.0860404423725301,0.014358254551042561,,,,,
0,1.206,1,upper,0.3879138739273681,0.01134229013788527,,,,,
1,1.206,1,lower,0.3119300487682972,0.008961117778000464,,,,,
2,1.206,0,upper,0.3494502023175575,0.00852703074532378,,,,,
3,1.206,0,lower,0.29954037019929086,0.007260124555892747,,,,,
4,1.206,ATE,upper,0.08837350372807724,0.013033423401660726,,,,,
5,1.206,ATE,lower,-0.03752015354926032,0.011886111827972124,,,,,
6,1.206,ATT,upper,0.09163735206367547,0.012086685048792905,,,,,
7,1.206,ATT,lower,-0.03942166222124206,0.01447340839156159,,,,,
8,1.206,ATC,upper,0.03635065342546191,0.01114581318153445,,,,,
9,1.206,ATC,lower,-0.0863661129184612,0.014367671171840572,,,,,
0,1.207,1,upper,0.38811552276932126,0.011348738208795952,,,,,
1,1.207,1,lower,0.31179151962311374,0.008956888606449725,,,,,
2,1.207,0,upper,0.3495826549787346,0.008530543665618163,,,,,
3,1.207,0,lower,0.2994493775917836,0.007257936433138485,,,,,
4,1.207,ATE,upper,0.08866614517753768,0.013037662077013408,,,,,
5,1.207,ATE,lower,-0.03779113535562085,0.011885228651996831,,,,,
6,1.207,ATT,upper,0.09187629098494558,0.012083183383119686,,,,,
7,1.207,ATT,lower,-0.03976947175047749,0.014481391336616144,,,,,
8,1.207,ATC,upper,0.0365743832614595,0.011140527582549338,,,,,
9,1.207,ATC,lower,-0.08669178346439242,0.014377091394315556,,,,,
0,1.208,1,upper,0.3883171716112744,0.011355186816412193,,,,,
1,1.208,1,lower,0.31165321983081967,0.00895266695078581,,,,,
2,1.208,0,upper,0.3497151076399116,0.008534057262169829,,,,,
3,1.208,0,lower,0.2993585356342889,0.0072557524500127925,,,,,
4,1.208,ATE,upper,0.0889586359769856,0.01304190504682992,,,,,
5,1.208,ATE,lower,-0.03806188780909191,0.011884353415340006,,,,,
6,1.208,ATT,upper,0.09211483431197506,0.01207969012998239,,,,,
7,1.208,ATT,lower,-0.04011728127971283,0.014489381847020569,,,,,
8,1.208,ATC,upper,0.03679774268382127,0.011135253019654304,,,,,
9,1.208,ATC,lower,-0.08701745401032356,0.014386515207681203,,,,,
0,1.209,1,upper,0.3885188204532276,0.011361635959820123,,,,,
1,1.209,1,lower,0.311515148822301,0.008948452791809617,,,,,
2,1.209,0,upper,0.3498475603010886,0.008537571534143843,,,,,
3,1.209,0,lower,0.2992678439529851,0.007253572595427414,,,,,
4,1.209,ATE,upper,0.08925097650024254,0.013046152300297075,,,,,
5,1.209,ATE,lower,-0.038332411478787555,0.011883486098990578,,,,,
6,1.209,ATT,upper,0.09235298302638759,0.012076205264284452,,,,,
7,1.209,ATT,lower,-0.04046509080894825,0.01449737989920679,,,,,
8,1.209,ATC,upper,0.03702073261168786,0.011129989463037008,,,,,
9,1.209,ATC,lower,-0.08734312455625473,0.014395942601192117,,,,,
0,1.21,1,upper,0.3887204692951808,0.011368085638107876,,,,,
1,1.21,1,lower,0.31137730603032543,0.008944246110386222,,,,,
2,1.21,0,upper,0.34998001296226555,0.008541086480706488,,,,,
3,1.21,0,lower,0.2991773021752868,0.007251396858332358,,,,,
4,1.21,ATE,upper,0.08954316711989392,0.013050403826638789,,,,,
5,1.21,ATE,lower,-0.03860270693194011,0.01188262668400018,,,,,
6,1.21,ATT,upper,0.09259073810656127,0.012072728761019669,,,,,
7,1.21,ATT,lower,-0.040812900338183605,0.014505385469692565,,,,,
8,1.21,ATC,upper,0.037243353961161234,0.0111247368829857,,,,,
9,1.21,ATC,lower,-0.08766879510218584,0.014405373564143575,,,,,
0,1.211,1,upper,0.38892211813713395,0.011374535850365578,,,,,
1,1.211,1,lower,0.31123969088953396,0.008940046887444585,,,,,
2,1.211,0,upper,0.35011246562344256,0.008544602101025261,,,,,
3,1.211,0,lower,0.2990869099298391,0.007249225227715731,,,,,
4,1.211,ATE,upper,0.08983520820729488,0.013054659615115894,,,,,
5,1.211,ATE,lower,-0.03887277473390864,0.011881775151482893,,,,,
6,1.211,ATT,upper,0.09282810052764313,0.01206926059527181,,,,,
7,1.211,ATT,lower,-0.041160709867419015,0.014513398535081169,,,,,
8,1.211,ATC,upper,0.037465607645317645,0.011119495249888802,,,,,
9,1.211,ATC,lower,-0.08799446564811704,0.014414808085871391,,,,,
0,1.212,1,upper,0.3891237669790872,0.01138098659568534,,,,,
1,1.212,1,lower,0.31110230283643353,0.008935855103977309,,,,,
2,1.212,0,upper,0.3502449182846195,0.008548118394268864,,,,,
3,1.212,0,lower,0.29899666684651255,0.007247057692603583,,,,,
4,1.212,ATE,upper,0.09012710013257456,0.013058919655026003,,,,,
5,1.212,ATE,lower,-0.039142615448186036,0.011880931482614978,,,,,
6,1.212,ATT,upper,0.0930650712615614,0.012065800742214245,,,,,
7,1.212,ATT,lower,-0.04150851939665434,0.014521419072061028,,,,,
8,1.212,ATC,upper,0.0376874945742196,0.011114264534234504,,,,,
9,1.212,ATC,lower,-0.08832013619404817,0.014424246155751705,,,,,
0,1.213,1,upper,0.38932541582104047,0.011387437873161257,,,,,
1,1.213,1,lower,0.31096514130938935,0.008931670741040355,,,,,
2,1.213,0,upper,0.3503773709457966,0.008551635359607212,,,,,
3,1.213,0,lower,0.2989065725563986,0.007244894242059745,,,,,
4,1.213,ATE,upper,0.09041884326464189,0.013063183935703339,,,,,
5,1.213,ATE,lower,-0.03941222963640727,0.01188009565863461,,,,,
6,1.213,ATT,upper,0.09330165127703964,0.012062349177109551,,,,,
7,1.213,ATT,lower,-0.04185632892588978,0.01452944705740541,,,,,
8,1.213,ATC,upper,0.03790901565492885,0.011109044706610354,,,,,
9,1.213,ATC,lower,-0.08864580673997938,0.014433687763200819,,,,,
0,1.214,1,upper,0.3895270646629936,0.011393889681889402,,,,,
1,1.214,1,lower,0.310828205748617,0.0089274937797528,,,,,
2,1.214,0,upper,0.3505098236069736,0.008555152996211424,,,,,
3,1.214,0,lower,0.29881662669180353,0.0072427348651856694,,,,,
4,1.214,ATE,upper,0.09071043797119002,0.01306745244651858,,,,,
5,1.214,ATE,lower,-0.03968161785835652,0.01187926766084164,,,,,
6,1.214,ATT,upper,0.09353784153960926,0.012058905875309143,,,,,
7,1.214,ATT,lower,-0.042204138455125134,0.014537482467972063,,,,,
8,1.214,ATC,upper,0.03813017179151827,0.011103835737702844,,,,,
9,1.214,ATC,lower,-0.08897147728591047,0.014443132897675008,,,,,
0,1.215,1,upper,0.38972871350494676,0.011400342020967815,,,,,
1,1.215,1,lower,0.31069149559617526,0.008923324201296563,,,,,
2,1.215,0,upper,0.35064227626815053,0.008558671303253822,,,,,
3,1.215,0,lower,0.29872682888624497,0.00724057955112027,,,,,
4,1.215,ATE,upper,0.09100188461870186,0.013071725176878707,,,,,
5,1.215,ATE,lower,-0.039950780671975356,0.011878447470597315,,,,,
6,1.215,ATT,upper,0.09377364301162333,0.0120554708122529,,,,,
7,1.215,ATT,lower,-0.04255194798436055,0.0145455252807029,,,,,
8,1.215,ATC,upper,0.038350963885084556,0.011098637598297002,,,,,
9,1.215,ATC,lower,-0.08929714783184169,0.014452581548670346,,,,,
0,1.216,1,upper,0.38993036234689993,0.011406794889496507,,,,,
1,1.216,1,lower,0.31055501029595783,0.00891916198691615,,,,,
2,1.216,0,upper,0.35077472892932754,0.008562190279907931,,,,,
3,1.216,0,lower,0.2986371787744455,0.007238428289039769,,,,,
4,1.216,ATE,upper,0.09129318357245444,0.01307600211622684,,,,,
5,1.216,ATE,lower,-0.0402197186333697,0.011877635069324037,,,,,
6,1.216,ATT,upper,0.09400905665226884,0.01205204396346878,,,,,
7,1.216,ATT,lower,-0.04289975751359589,0.014553575472623639,,,,,
8,1.216,ATC,upper,0.038571392833760015,0.011093450259276005,,,,,
9,1.216,ATC,lower,-0.08962281837777279,0.014462033705722544,,,,,
0,1.217,1,upper,0.39013201118885316,0.011413248286577454,,,,,
1,1.217,1,lower,0.31041874929368657,0.008915007117918395,,,,,
2,1.217,0,upper,0.3509071815905045,0.008565709925348485,,,,,
3,1.217,0,lower,0.29854767599232845,0.007236281068157532,,,,,
4,1.217,ATE,upper,0.09158433519652465,0.0130802832540421,,,,,
5,1.217,ATE,lower,-0.040488432296818005,0.011876830438505109,,,,,
6,1.217,ATT,upper,0.09424408341758059,0.012048625304572458,,,,,
7,1.217,ATT,lower,-0.0432475670428313,0.014561633020843519,,,,,
8,1.217,ATC,upper,0.03879145953272533,0.011088273691620755,,,,,
9,1.217,ATC,lower,-0.08994848892370397,0.014471489358406732,,,,,
0,1.218,1,upper,0.39033366003080633,0.011419702211314577,,,,,
1,1.218,1,lower,0.31028271203690344,0.008910859575672208,,,,,
2,1.218,0,upper,0.3510396342516816,0.008569230238751403,,,,,
3,1.218,0,lower,0.29845832017701307,0.007234137877723924,,,,,
4,1.218,ATE,upper,0.09187533985379326,0.01308456857983943,,,,,
5,1.218,ATE,lower,-0.04075692221477815,0.011876033559684472,,,,,
6,1.218,ATT,upper,0.09447872426045337,0.012045214811266945,,,,,
7,1.218,ATT,lower,-0.04359537657206668,0.014569697902554895,,,,,
8,1.218,ATC,upper,0.03901116487422106,0.011083107866409496,,,,,
9,1.218,ATC,lower,-0.09027415946963512,0.01448094849633733,,,,,
0,1.219,1,upper,0.3905353088727595,0.011426156662813762,,,,,
1,1.219,1,lower,0.3101468979749632,0.00890671934160831,,,,,
2,1.219,0,upper,0.35117208691285856,0.008572751219293817,,,,,
3,1.219,0,lower,0.29836911096680885,0.007231998707026142,,,,,
4,1.219,ATE,upper,0.09216619790595068,0.013088858083169466,,,,,
5,1.219,ATE,lower,-0.04102518893789532,0.01187524441446646,,,,,
6,1.219,ATT,upper,0.09471298013065534,0.012041812459342226,,,,,
7,1.219,ATT,lower,-0.0439431861013021,0.01457777009503299,,,,,
8,1.219,ATC,upper,0.0392305097475601,0.011077952754817407,,,,,
9,1.219,ATC,lower,-0.09059983001556632,0.014490411109167843,,,,,
0,1.22,1,upper,0.39073695771471273,0.011432611640182829,,,,,
1,1.22,1,lower,0.31001130655902626,0.008902586397218994,,,,,
2,1.22,0,upper,0.35130453957403557,0.00857627286615404,,,,,
3,1.22,0,lower,0.29828004800121155,0.007229863545388071,,,,,
4,1.22,ATE,upper,0.09245690971350114,0.01309315175361837,,,,,
5,1.22,ATE,lower,-0.04129323301500929,0.01187446298451555,,,,,
6,1.22,ATT,upper,0.09494685197484051,0.012038418224674897,,,,,
7,1.22,ATT,lower,-0.04429099563053744,0.014585849575635499,,,,,
8,1.22,ATC,upper,0.039449495039139554,0.011072808328116208,,,,,
9,1.22,ATC,lower,-0.09092550056149741,0.014499877186590699,,,,,
0,1.221,1,upper,0.3909386065566659,0.011439067142531555,,,,,
1,1.221,1,lower,0.30987593724205054,0.008898460724057847,,,,,
2,1.221,0,upper,0.3514369922352125,0.008579795178511589,,,,,
3,1.221,0,lower,0.2981911309208978,0.007227732382170118,,,,,
4,1.221,ATE,upper,0.09274747563576816,0.013097449580807682,,,,,
5,1.221,ATE,lower,-0.04156105499316193,0.011873689251556113,,,,,
6,1.221,ATT,upper,0.09518034073656195,0.012035032083227785,,,,,
7,1.221,ATT,lower,-0.044638805159772865,0.01459393632180231,,,,,
8,1.221,ATC,upper,0.03966812163245276,0.011067674557673764,,,,,
9,1.221,ATC,lower,-0.09125117110742864,0.014509346718337077,,,,,
0,1.222,1,upper,0.3911402553986191,0.011445523168971633,,,,,
1,1.222,1,lower,0.3097407894787853,0.008894342303739531,,,,,
2,1.222,0,upper,0.3515694448963895,0.008583318155547167,,,,,
3,1.222,0,lower,0.2981023593677204,0.007225605206769074,,,,,
4,1.222,ATE,upper,0.09303789603089871,0.013101751554394176,,,,,
5,1.222,ATE,lower,-0.04182865541760422,0.011872923197372159,,,,,
6,1.222,ATT,upper,0.09541344735628374,0.012031654011049598,,,,,
7,1.222,ATT,lower,-0.04498661468900817,0.014602030311055147,,,,,
8,1.222,ATC,upper,0.0398863904081009,0.011062551414953702,,,,,
9,1.222,ATC,lower,-0.09157684165335973,0.014518819694176725,,,,,
0,1.223,1,upper,0.3913419042405722,0.0114519797186167,,,,,
1,1.223,1,lower,0.30960586272576246,0.0088902311179395,,,,,
2,1.223,0,upper,0.35170189755756653,0.00858684179644267,,,,,
3,1.223,0,lower,0.2980137329847035,0.007223482008617944,,,,,
4,1.223,ATE,upper,0.09332817125586879,0.0131060576640697,,,,,
5,1.223,ATE,lower,-0.0420960348318041,0.011872164803807097,,,,,
6,1.223,ATT,upper,0.09564617277139442,0.012028283984274564,,,,,
7,1.223,ATT,lower,-0.04533442421824361,0.014610131520997265,,,,,
8,1.223,ATC,upper,0.040104302243805255,0.011057438871515005,,,,,
9,1.223,ATC,lower,-0.09190251219929094,0.014528296103917803,,,,,
0,1.224,1,upper,0.3915435530825255,0.011458436790582316,,,,,
1,1.224,1,lower,0.30947115644129025,0.008886127148393777,,,,,
2,1.224,0,upper,0.35183435021874354,0.008590366100381181,,,,,
3,1.224,0,lower,0.297925251416038,0.007221362777185815,,,,,
4,1.224,ATE,upper,0.09361830166648746,0.013110367899561026,,,,,
